mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__n_estimators,param_xgbregressor__max_depth,param_xgbregressor__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15.278185987472535,1.8034649783750334,0.10325236320495605,0.006613283070645716,600,5,0.1,"{'xgbregressor__n_estimators': 600, 'xgbregressor__max_depth': 5, 'xgbregressor__learning_rate': 0.1}",0.7367067320161774,0.7305915801075248,0.7279373124493123,0.729592524804616,0.7212632007573573,0.7292182700269976,0.00496038485563054,1
