mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__n_estimators,param_xgbregressor__max_depth,param_xgbregressor__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17.04272518157959,1.8381500805365278,0.04998989105224609,0.004847773354848164,600,5,0.1,"{'xgbregressor__n_estimators': 600, 'xgbregressor__max_depth': 5, 'xgbregressor__learning_rate': 0.1}",0.28011335413518756,0.2833483547575917,0.28864885059425927,0.28363854411171185,0.27167097162389964,0.28148401504453,0.005614751268315827,1
