mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbregressor__n_estimators,param_xgbregressor__max_depth,param_xgbregressor__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
13.44224591255188,0.5219771551945616,0.09669814109802247,0.0025912524277642785,600,5,0.1,"{'xgbregressor__n_estimators': 600, 'xgbregressor__max_depth': 5, 'xgbregressor__learning_rate': 0.1}",0.7365897171006719,0.7307585073136343,0.7279180539478292,0.7296732510411172,0.7219386497265912,0.7293756358259686,0.0047218044046640735,1
